iter	RMSE
5516	0.1111739631
517	0.1111115045
518	0.111040213
519	0.1109692165
520	0.1108881923
521	0.1108369567
522	0.1107841496
523	0.1107101219
524	0.1106422293
525	0.1105850976
526	0.1105092781
527	0.1104266571
528	0.1103463739
529	0.110282098
530	0.1102087935
531	0.1101228395
532	0.1100481531
533	0.109983406
534	0.1099274341
535	0.1098579696
536	0.109812389
537	0.1097446703
538	0.1096954333
539	0.1096494785
540	0.1095777282
541	0.109494707
542	0.1094162801
543	0.1093542281
544	0.1092948138
545	0.1092323708
546	0.1091614122
547	0.1090893904
548	0.1090352084
549	0.1089643304
550	0.1089027761
551	0.1088607387
552	0.1087855041
553	0.1087369083
554	0.1086479724
555	0.1085570495
556	0.1084987762
557	0.1084564777
558	0.1084019118
559	0.1083196273
560	0.1082659554
561	0.1082078197
562	0.1081238605
563	0.1080507148
564	0.1079887169
565	0.1079294968
566	0.1078505094
567	0.1077783198
568	0.107722057
569	0.1076535466
570	0.1075838379
571	0.1075296511
572	0.1074388625
573	0.1073810245
574	0.1073354593
575	0.1072787021
576	0.1072401927
577	0.1071753656
578	0.1071314413
579	0.1070689278
580	0.1070191084
581	0.106975217
582	0.1069107189
583	0.1068735092
584	0.1067995891
585	0.1067477455
586	0.1066770336
587	0.1065981385
588	0.1065459595
589	0.1065048335
590	0.1064404781
591	0.1063708278
592	0.1063248855
593	0.1062630152
594	0.1062143997
595	0.1061585196
596	0.1060942524
597	0.1060159972
598	0.1059473149
599	0.1058809391
600	0.1058162536
601	0.1057882095
602	0.1057415181
603	0.1056912956
604	0.1056365721
605	0.10561811
606	0.1055600803
607	0.10550941
608	0.1054594193
609	0.1054133828
610	0.1053861479
611	0.1053517246
612	0.105309505
613	0.1052740895
614	0.1052292646
615	0.1051897872
616	0.1051109192
617	0.1050562258
618	0.1049898431
619	0.1049233949
620	0.1048704131
621	0.1048144917
622	0.1047670203
623	0.1047057553
624	0.1046710278
625	0.1046015332
626	0.1045620778
627	0.1045097073
628	0.1044552605
629	0.1044120931
630	0.1043572841
631	0.1043009422
632	0.1042407673
633	0.1041795993
634	0.1041230189
635	0.1040451963
636	0.1039770553
637	0.1039109028
638	0.1038677104
639	0.1038016727
640	0.1037737203
641	0.1037027988
642	0.1036584131
643	0.1036093387
644	0.1035758393
645	0.1035172314
646	0.1034627077
647	0.1033784683
648	0.1033239376
649	0.1032660427
650	0.1032244393
651	0.103182667
652	0.1031364684
653	0.1031045881
654	0.1030515848
655	0.1029790712
656	0.102914315
657	0.1028799992
658	0.1028324521
659	0.1027904476
660	0.1027802222
661	0.1027548198
662	0.1026787805
663	663	0.1016280426
664	0.1015740551
665	0.1015265921
666	0.1014834173
667	0.1014375239
668	0.1013735724
669	0.1013252344
670	0.1012913288
671	0.1012756084
672	0.1012326829
673	0.1011859683
674	0.1011276418
675	0.101053407
676	0.1009960353
677	0.1009429992
678	0.1008897819
679	0.1008268854
680	0.1007854013
681	0.1007346519
682	0.1006968026
683	0.1006582557
684	0.1006340587
685	0.1005756972
686	0.1005598022
687	0.1005214439
688	0.1004975804
689	0.1004371473
690	0.1004050065
691	0.1003654148
692	0.1003096309
693	0.100267991
694	0.1002299732
695	0.1001862864
696	0.1001606501
697	0.1001198206
698	0.100071738
699	0.1000255084
700	0.09998905471
701	0.09993596992
702	0.09987657473
703	0.09985472169
704	0.09979915291
705	0.09977322881
706	0.09974467321
707	0.09972479311
708	0.0996701282
709	0.09962422323
710	0.09958616763
711	0.09954761352
712	0.09950103958
713	0.09947273129
714	0.09943075763
715	0.09938477317
716	0.09934719136
717	0.09933506708
718	0.09925564549
719	0.09918984463
720	0.09914637505
721	0.09912878484
722	0.09910022063
723	0.09907169597
724	0.09902738647
725	0.09898278435
726	0.09893090018
727	0.09891515694
728	0.09887345421
729	0.09885057304
730	0.09881876811
731	0.09880110685
732	0.09876256428
733	0.09874141876
734	0.0987186874
735	0.09867255556
736	0.09862883465
737	0.09858752312
738	0.09855242887
739	0.09850466864
740	0.09846950945
741	0.0984527993
742	0.09842484586
743	0.0984069505
744	0.09833743342
745	0.09829883998
746	0.09825152458
747	0.09819718495
748	0.09814558672
749	0.09811445999
750	0.09807737626
751	0.0980446498
752	0.09799481223
753	0.09796350796
754	0.09794371237
755	0.09787157218
756	0.09780227894
757	0.09777222739
758	0.09774950126
759	0.09772675308
760	0.09764845155
761	0.09761180085
762	0.0975779942
763	0.0974980812
764	0.09746135483
765	0.09745043184
766	0.09742717045
767	0.09739379719
768	0.09736519987
769	0.09734176258
770	0.09731594592
771	0.09729269499
772	0.09727296319
773	0.09720790586
774	0.09719003779
775	0.09715675837
776	0.09712942786
777	0.09711028639
778	0.09706512713
779	0.09704334751
780	0.09702603868
781	0.09700532937
782	0.09695996633
783	0.09693405615
784	0.09691482485
785	0.09687416503
786	0.09681486498
787	0.09676726319
788	0.0966933772
789	0.09667830707
790	0.09662736119
791	0.09660556764
792	0.09656007453
793	0.09648440126
794	0.09644443794
795	0.09642850268
796	0.09639751282
797	0.09636033636
798	0.09630901766
799	0.0962942948
800	0.09626114238
801	0.09620935874
802	0.09616302261
803	0.09611336429
804	0.09607077253
805	0.09604876318
806	0.09603382698
807	0.09598222904
808	0.09592469144
809	0.09590766758
810	0.09587927608
811	0.09586877789
812	0.09584641498
813	0.09581125819
814	0.09576434905
815	0.09571908256
816	0.09570336713
817	0.09569097155
818	0.09564088519
819	0.09559906487
820	0.09556117824
821	0.09554929837
822	0.09548167696
823	0.09545810745
824	0.09541521015
825	0.09536363967
826	0.0953267085
827	0.09527881456
828	0.09523402098
829	0.09519751805
830	0.09518155497
831	0.09515918926
832	0.09510639627
833	0.09508215955
834	0.09503573011
835	0.09502166804
836	0.09500929372
837	0.09496886207
838	0.09494696272
839	0.09491209829
840	0.09487988298
841	0.09483205528
842	0.09478306169
843	0.0947679028
844	0.09474681153
845	0.0946949296
846	0.09466793007
847	0.09459597446
848	0.09456378457
849	0.09450587221
850	0.09449062811
851	0.09445470919
852	0.09443350101
853	0.09437181627
854	0.09432469551
855	0.09428605326
856	0.09424945972
857	0.09420977908
858	0.09419377004
859	0.0941414801
860	0.09408339196
861	0.09404236255
862	0.09399172036
863	0.09396926081
864	0.09395567047
865	0.09392706222
866	0.09388032357
867	0.09383677593
868	0.09381949669
869	0.09380623247
870	0.0937689735
871	0.09375212608
872	0.09372329061
873	0.09369248465
874	0.09368158342
875	0.09363293322
876	0.09361720437
877	0.09357101903
878	0.09354494263
879	0.09349524038
880	0.09346280932
881	0.09344930056
882	0.09340346738
883	0.09334253992
884	0.09329514187
885	0.09327715963
886	0.09323019254
887	0.0931840104
888	0.0931418704
889	0.09311787072
890	0.09307152806
891	0.09305620783
892	0.09304320196
893	0.09302580968
894	0.09300034995
895	0.09296031815
896	0.09294514468
897	0.0929060318
898	0.09286485935
899	0.09284165857
900	0.09277180248
901	0.09275871721
902	0.09274526787
903	0.09269939361
904	0.09266985925
905	0.09265533763
906	0.09262483064
907	0.09261003917
908	0.09259504858
909	0.09257634976
910	0.09256398865
911	0.09255067778
912	0.09250834
913	0.0924647817
914	0.09241521925
915	0.09239481929
916	0.09235004639
917	0.09230248471
918	0.09228967287
919	0.09227777
920	0.09226513625
921	0.09225477739
922	0.09222228978
923	0.09217261033
924	0.09213608868
925	0.09209458056
926	0.09204745647
927	0.09203549627
928	0.09201871457
929	0.0920008263
930	0.09196953578
931	0.09194572471
932	0.09190963396
933	0.09186351271
934	0.09183332825
935	0.0918040558
936	0.09177753506
937	0.09176141258
938	0.0917498365
939	0.09173496413
940	0.09170114809
941	0.09167198936
942	0.09165330442
943	0.09161267892
944	0.0915770828
945	0.09156792485
946	0.0915560702
947	0.09154023548
948	0.09152684366
949	0.09149338062
950	0.09147055045
951	0.09144653987
952	0.09141605875
953	0.09137155166
954	0.09133859756
955	0.09132772723
956	0.09128304356
957	0.0912535887
958	0.09124053138
959	0.09121136613
960	0.09117964928
961	0.09116451496
962	0.09113394217
963	0.09112390196
964	0.09110163403
965	0.09105386884
966	0.09104128961
967	0.09102229282
968	0.09099665403
969	0.09097744985
970	0.09093347928
971	0.0908932452
972	0.09085984106
973	0.09084682359
974	0.09081005598
975	0.09079775878
976	0.09074074499
977	0.09068594968
978	0.09064395929
979	0.09058967953
980	0.09057389907
981	0.09052305472
982	0.09048563804
983	0.09042844158
984	0.09041630277
985	0.09040634465
986	0.09034028917
987	0.09030888717
988	0.09028053121
989	0.09026949361
990	0.09022749917
991	0.09021610339
992	0.09020035175
993	0.09018946501
994	0.09014537176
995	0.09013032252
996	0.09010102023
997	0.09008332864
998	0.0900468339
999	0.09003441993
1000	0.09000380428
1001	0.08999308771
1002	0.08998206314
1003	0.08996140655
1004	0.08991176584
1005	0.08986783938
1006	0.08983231553
1007	0.08981435118
1008	0.08978950883
1009	0.08977737093
1010	0.08973147683
1011	0.08971570205
1012	0.08967512661
1013	0.08965649676
1014	0.08960468669
1015	0.0895830243
1016	0.08954825059
1017	0.08951513245
1018	0.0894777466
1019	0.08943408338
1020	0.08939328317
1021	0.0893555012
1022	0.08934587038
1023	0.08932208021
1024	0.08927864616
1025	0.08926996757
1026	0.08922561499
1027	0.08919323885
1028	0.08917930232
1029	0.08913992093
1030	0.08913017946
1031	0.0890868603
1032	0.08904719863
1033	0.08898534045
1034	0.08892328828
1035	0.08888612305
1036	0.08886373404
1037	0.08880133493
1038	0.08877749608
1039	0.08877004114
1040	0.08875701658
1041	0.08874469577
1042	0.0887103773
1043	0.08868180405
1044	0.08864540115
1045	0.08861850038
1046	0.0885964641
1047	0.08856902038
1048	0.08852786086
1049	0.08850284467
1050	0.08848970559
1051	0.08846896612
1052	0.08843530447
1053	0.08841300086
1054	0.08837461068
1055	0.08832265703
1056	0.08831273262
1057	0.08828207535
1058	0.08827541713
1059	0.0882296387
1060	0.08817856535
1061	0.08813517694
1062	0.08810072268
1063	0.08803744335
1064	0.08799132569
1065	0.08798238229
1066	0.08794263604
1067	0.08792913108
1068	0.08788664971
1069	0.08786592611
1070	0.0878203137
1071	0.08779101134
1072	0.08774205377
1073	0.0877241343
1074	0.08771741862
1075	0.08771056041
1076	0.08767700184
1077	0.08764923568
1078	0.08763266443
1079	0.08761668551
1080	0.08761143932
1081	0.08755972001
1082	0.0875325356
1083	0.08747599012
1084	0.08743287656
1085	0.08738808597
1086	0.08737479767
1087	0.08732899994
1088	0.08732236904
1089	0.08729023727
1090	0.0872444787
1091	0.08723249471
1092	0.08717753286
1093	0.08714717535
1094	0.08710778488
1095	0.08706421614
1096	0.08703386329
1097	0.08700124204
1098	0.08696830183
1099	0.08692786194
1100	0.08692005255
1101	0.08691358735
1102	0.08687549677
1103	0.08683828252
1104	0.0867942237
1105	0.08676009253
1106	0.086736703
1107	0.08668071427
1108	0.08663804377
1109	0.08660611229
1110	0.08658268088
1111	0.08654232187
1112	0.08650527477
1113	0.08649645777
1114	0.08645471281
1115	0.08642924016
1116	0.08639888507
1117	0.08638824187
1118	0.08634472142
1119	0.08631041768
1120	0.08630506859
1121	0.08626549805
1122	0.08623153037
1123	0.08622622654
1124	0.08619288968
1125	0.08614130093
1126	0.08613077558
1127	0.08609528897
1128	0.08606435139
1129	0.08603257965
1130	0.0859950676
1131	0.08596984965
1132	0.08592891634
1133	0.08587660873
1134	0.08584130472
1135	0.08581426146
1136	0.08578292113
1137	0.08577754064
1138	0.08572288824
1139	0.08568856062
1140	0.08567583418
1141	0.08563608958
1142	0.08559688079
1143	0.08559167003
1144	0.08557339954
1145	0.08553360391
1146	0.08550426998
1147	0.0854648442
1148	0.0854426887
1149	0.08541976588
1150	0.08536701486
1151	0.08536184107
1152	0.08533979009
1153	0.08532419587
1154	0.08528528121
1155	0.08525861458
1156	0.08524076283
1157	0.08521632435
1158	0.08518175799
1159	0.08515851053
1160	0.08511659784
1161	0.08507366429
1162	0.08506162773
1163	0.08502221337
1164	0.08498020511
1165	0.08494580177
1166	0.08494069734
1167	0.0849201067
1168	0.08487230953
1169	0.08483877938
1170	0.08480021726
1171	0.08478784442
1172	0.08475674337
1173	0.08472359932
1174	0.08468493757
1175	0.08466486396
1176	0.08460600361
1177	0.08457668211
1178	0.08454414758
1179	0.08453913799
1180	0.0845290619
1181	0.08450173834
1182	0.08446282916
1183	0.08442578952
1184	0.0843808541
1185	0.08437589401
1186	0.08433927175
1187	0.0842978426
1188	0.08426155155
1189	0.08422470532
1190	0.08418451133
1191	0.08415376702
1192	0.0841310579
1193	0.08409662792
1194	0.08408600699
1195	0.08407326102
1196	0.08403978576
1197	0.08402933167
1198	0.08399438544
1199	0.08396410612
1200	0.08393222939
1201	0.08389266507
1202	0.08386270547
1203	0.08382705589
1204	0.08379559423
1205	0.08376588716
1206	0.08375512963
1207	0.08372592876
1208	0.0836875418
1209	0.08364693398
1210	0.08360426046
1211	0.08357283534
1212	0.08356487595
1213	0.08353104201
1214	0.08349362483
1215	0.08346514961
1216	0.08345338342
1217	0.0834223751
1218	0.08338379541
1219	0.08335485133
1220	0.08331743071
1221	0.08329337556
1222	0.08326168554
1223	0.08325692981
1224	0.08323440446
1225	0.08320484532
1226	0.08317025938
1227	0.08315377216
1228	0.0831214346
1229	0.08309094644
1230	0.08303508994
1231	0.08302504433
1232	0.08299484458
1233	0.08296522834
1234	0.0829335351
1235	0.08290547557
1236	0.08287331657
1237	0.08284723721
1238	0.08280672929
1239	0.08277077078
1240	0.08274130414
1241	0.08271227556
1242	0.08267840602
1243	0.08266998397
1244	0.08264276432
1245	0.08262678606
1246	0.08260678995
1247	0.08256528558
1248	0.08254463853
1249	0.08251105577
1250	0.0824694204
1251	0.08244008793
1252	0.08240341582
1253	0.08235874805
1254	0.08233144712
1255	0.08231960475
1256	0.08228852216
1257	0.08225611378
1258	0.08223011491
1259	0.0822219514
1260	0.08219435323
1261	0.08216706745
1262	0.08213705614
1263	0.08210682871
1264	0.08205961704
1265	0.08205508218
1266	0.08203131637
1267	0.08200956862
1268	0.08197517035
1269	0.08195473655
1270	0.08192611331
1271	0.08190538303
1272	0.08189580845
1273	0.08185488323
1274	0.08181337254
1275	0.08177561335
1276	0.08174714532
1277	0.08171392009
1278	0.08167571088
1279	0.08164272038
1280	0.08163109587
1281	0.08158871742
1282	0.08155158759
1283	0.08153199292
1284	0.08150323058
1285	0.08149153227
1286	0.08145199537
1287	0.08141554044
1288	0.08139272405
1289	0.08136512992
1290	0.08134268686
1291	0.08131948651
1292	0.08129623031
1293	0.08126426607
1294	0.08123375702
1295	0.08121226435
1296	0.08119019679
1297	0.08115970921
1298	0.08114091856
1299	0.08110853471
1300	0.08107826381
1301	0.08104184544
1302	0.08100928315
1303	0.08099616755
1304	0.08098784939
1305	0.08095850357
1306	0.0809455002
1307	0.08091356286
1308	0.08090290901
1309	0.08088130111
1310	0.08085617142
1311	0.0808263665
1312	0.08077498553
1313	0.08074824647
1314	0.080711536
1315	0.08070279411
1316	0.08069263367
1317	0.0806575942
1318	0.08063084839
1319	0.08059924623
1320	0.08056195014
1321	0.08052917131
1322	0.08052021253
1323	0.08047657941
1324	0.08046412277
1325	0.08043924124
1326	0.08041097058
1327	0.08038030824
1328	0.08033542852
1329	0.08031778417
1330	0.08030693787
1331	0.08029623973
1332	0.08025339403
1333	0.08022739087
1334	0.08020069468
1335	0.08017024106
1336	0.08013834411
1337	0.08010613437
1338	0.08007430388
1339	0.08006214645
1340	0.08002346437
1341	0.0799914973
1342	0.07997908441
1343	0.07996880594
1344	0.0799339818
1345	0.07991073694
1346	0.07987944536
1347	0.07986820309
1348	0.07985011205
1349	0.0798280228
1350	0.07980224403
1351	0.07977669829
1352	0.0797467059
1353	0.07970632056
1354	0.07967605282
1355	0.07965161174
1356	0.07962635952
1357	0.0796191993
1358	0.07959730501
1359	0.07956964237
1360	0.07956358951
1361	0.07952838222
1362	0.07950025497
1363	0.07946720128
1364	0.07943545738
1365	0.07940289557
1366	0.07935941908
1367	0.07933065157
1368	0.07930515893
1369	0.07928341125
1370	0.07925131957
1371	0.07922591349
1372	0.07921904317
1373	0.0791860937
1374	0.07915318193
1375	0.07914268724
1376	0.07910153254
1377	0.07908271916
1378	0.07903931598
1379	0.07900323936
1380	0.07897864468
1381	0.07895834183
1382	0.0789318758
1383	0.07889947663
1384	0.07887833128
1385	0.07887147864
1386	0.0788570886
1387	0.0788210612
1388	0.07878939712
1389	0.07878096748
1390	0.07877179824
1391	0.07874543024
1392	0.07872706189
1393	0.07869606051
1394	0.07866872672
1395	0.07865796795
1396	0.07863241813
1397	0.07862580629
1398	0.0786010963
1399	0.07859100636
1400	0.07856234262
1401	0.07853927202
1402	0.07852787175
1403	0.07848584892
1404	0.07848033425
1405	0.07847400435
1406	0.07846810163
1407	0.07843244661
1408	0.07840334532
1409	0.07839320639
1410	0.0783546314
1411	0.07832224485
1412	0.07829742229
1413	0.07828457759
1414	0.07828068355
1415	0.07826035426
1416	0.0782303325
1417	0.07820368434
1418	0.0781853497
1419	0.0781557017
1420	0.07814949536
1421	0.07812326017
1422	0.07808947633
1423	0.07805991907
1424	0.07802744958
1425	0.07798247808
1426	0.07794698734
1427	0.07791859987
1428	0.07790571012
1429	0.0778757882
1430	0.07785279635
1431	0.07784963142
1432	0.07781982907
1433	0.07778966151
1434	0.07774718942
1435	0.07773617104
1436	0.0777125833
1437	0.07768760863
1438	0.07768447525
1439	0.07765133335
1440	0.07763666191
1441	0.07762245149
1442	0.07759174135
1443	0.07755415376
1444	0.07752023002
1445	0.07751494696
1446	0.07748635723
1447	0.07746776153
1448	0.07744302805
1449	0.07743929323
1450	0.07743406809
1451	0.07740377641
1452	0.07740056271
1453	0.07736592648
1454	0.07734855827
1455	0.07732730775
1456	0.07730671977
1457	0.07728106697
1458	0.07725762751
1459	0.07722164746
1460	0.07718777637
1461	0.07716719773
1462	0.07714425578
1463	0.0771155238
1464	0.07708665909
1465	0.07705209766
1466	0.07702513913
1467	0.07699981522
1468	0.07697050038
1469	0.07693902512
1470	0.07691898604
1471	0.07688977539
1472	0.07684225921
1473	0.07682170456
1474	0.0768003639
1475	0.07677204038
1476	0.07674393019
1477	0.07673114174
1478	0.0767066471
1479	0.07667878934
1480	0.07666864238
1481	0.07663754815
1482	0.07662373493
1483	0.07659377018
1484	0.07656269305
1485	0.07654639435
1486	0.07651974283
1487	0.07647825503
1488	0.07646387386
1489	0.07643695441
1490	0.07643409817
1491	0.0764090428
1492	0.07639699445
1493	0.07634976117
1494	0.07631144591
1495	0.07628819421
1496	0.07625671936
1497	0.07621449836
1498	0.07618993394
1499	0.07616868165
1500	0.076136539
1501	0.07613362206
1502	0.0761077053
1503	0.07610230152
1504	0.07609640867
1505	0.07608118716
