iter	Passed	Remaining
1667	9303	7429
1668	9307	7422
1669	9309	7414
1670	9312	7406
1671	9315	7398
1672	9319	7391
1673	9321	7383
1674	9323	7375
1675	9327	7368
1676	9329	7360
1677	9333	7353
1678	9335	7345
1679	9339	7338
1680	9344	7331
1681	9346	7323
1682	9349	7316
1683	9351	7307
1684	9353	7299
1685	9356	7292
1686	9359	7284
1687	9361	7276
1688	9367	7271
1689	9369	7263
1690	9375	7257
1691	9377	7249
1692	9379	7240
1693	9381	7232
1694	9385	7226
1695	9389	7219
1696	9393	7212
1697	9398	7206
1698	9401	7198
1699	9409	7195
1700	9411	7187
1701	9415	7180
1702	9419	7173
1703	9422	7166
1704	9426	7160
1705	9430	7152
1706	9433	7145
1707	9435	7137
1708	9439	7130
1709	9444	7124
1710	9448	7118
1711	9452	7111
1712	9455	7104
1713	9458	7096
1714	9462	7089
1715	9466	7083
1716	9468	7075
1717	9470	7067
1718	9475	7060
1719	9477	7052
1720	9479	7044
1721	9481	7036
1722	9484	7029
1723	9486	7021
1724	9489	7013
1725	9491	7006
1726	9493	6998
1727	9496	6990
1728	9499	6982
1729	9501	6975
1730	9503	6967
1731	9507	6960
1732	9510	6953
1733	9512	6945
1734	9514	6936
1735	9516	6929
1736	9519	6921
1737	9520	6913
1738	9522	6905
1739	9525	6898
1740	9528	6890
1741	9531	6883
1742	9533	6875
1743	9535	6867
1744	9538	6859
1745	9539	6851
1746	9541	6843
1747	9545	6836
1748	9548	6829
1749	9550	6821
1750	9552	6813
1751	9554	6805
1752	9557	6798
1753	9559	6791
1754	9561	6783
1755	9563	6774
1756	9565	6767
1757	9567	6759
1758	9569	6751
1759	9571	6743
1760	9573	6735
1761	9574	6727
1762	9576	6719
1763	9578	6711
1764	9580	6703
1765	9581	6695
1766	9584	6687
1767	9586	6680
1768	9589	6673
1769	9591	6665
1770	9593	6657
1771	9594	6649
1772	9595	6640
1773	9597	6632
1774	9598	6624
1775	9599	6616
1776	9602	6608
1777	9604	6600
1778	9606	6593
1779	9607	6585
1780	9610	6577
1781	9612	6570
1782	9614	6562
1783	9616	6554
1784	9617	6546
1785	9620	6539
1786	9621	6531
1787	9623	6523
1788	9626	6516
1789	9628	6508
1790	9630	6501
1791	9633	6493
1792	9635	6486
1793	9637	6478
1794	9640	6471
1795	9642	6464
1796	9644	6456
1797	9646	6448
1798	9648	6441
1799	9650	6433
1800	9652	6426
1801	9654	6418
1802	9656	6410
1803	9658	6403
1804	9659	6395
1805	9661	6387
1806	9663	6379
1807	9664	6371
1808	9666	6364
1809	9668	6356
1810	9669	6348
1811	9670	6340
1812	9672	6332
1813	9674	6324
1814	9675	6316
1815	9676	6309
1816	9678	6301
1817	9680	6293
1818	9681	6285
1819	9683	6278
1820	9684	6270
1821	9686	6262
1822	9687	6254
1823	9689	6246
1824	9690	6239
1825	9691	6231
1826	9693	6223
1827	9695	6216
1828	9697	6208
1829	9699	6201
1830	9701	6193
1831	9702	6186
1832	9704	6178
1833	9707	6171
1834	9708	6163
1835	9710	6156
1836	9712	6148
1837	9713	6141
1838	9714	6133
1839	9716	6125
1840	9718	6118
1841	9720	6111
1842	9722	6103
1843	9724	6096
1844	9725	6088
1845	9727	6081
1846	9729	6073
1847	9730	6065
1848	9733	6059
1849	9735	6051
1850	9737	6044
1851	9739	6037
1852	9740	6029
1853	9742	6021
1854	9743	6014
1855	9745	6006
1856	9747	5999
1857	9749	5992
1858	9750	5984
1859	9752	5977
1860	9753	5969
1861	9754	5961
1862	9756	5954
1863	9758	5947
1864	9759	5939
1865	9761	5932
1866	9762	5924
1867	9766	5918
1868	9767	5910
1869	9769	5903
1870	9771	5896
1871	9773	5889
1872	9775	5881
1873	9777	5874
1874	9779	5867
1875	9780	5860
1876	9782	5852
1877	9783	5845
1878	9785	5837
1879	9786	5830
1880	9788	5822
1881	9789	5815
1882	9791	5808
1883	9793	5801
1884	9794	5793
1885	9796	5786
1886	9798	5779
1887	9800	5772
1888	9803	5765
1889	9805	5758
1890	9806	5751
1891	9808	5744
1892	9810	5736
1893	9811	5729
1894	9813	5722
1895	9814	5715
1896	9817	5708
1897	9819	5701
1898	9820	5693
1899	9822	5686
1900	9824	5679
1901	9825	5672
1902	9827	5665
1903	9829	5657
1904	9830	5650
1905	9833	5644
1906	9834	5636
1907	9836	5629
1908	9838	5622
1909	9840	5615
1910	9842	5608
1911	9843	5601
1912	9845	5594
1913	9847	5587
1914	9849	5580
1915	9851	5573
1916	9852	5566
1917	9854	5559
1918	9856	5552
1919	9857	5545
1920	9859	5537
1921	9860	5530
1922	9863	5523
1923	9864	5516
1924	9866	5509
1925	9868	5503
1926	9870	5496
1927	9872	5489
1928	9873	5481
1929	9874	5474
1930	9876	5467
1931	9878	5460
1932	9879	5453
1933	9881	5446
1934	9883	5439
1935	9885	5433
1936	9888	5426
1937	9890	5419
1938	9892	5413
1939	9894	5406
1940	9896	5399
1941	9897	5392
1942	9899	5385
1943	9900	5378
1944	9902	5371
1945	9903	5364
1946	9906	5357
1947	9908	5350
1948	9910	5343
1949	9911	5337
1950	9912	5329
1951	9913	5322
1952	9915	5315
1953	9917	5309
1954	9919	5302
1955	9921	5295
1956	9922	5288
1957	9924	5281
1958	9926	5274
1959	9928	5268
1960	9930	5261
1961	9932	5254
1962	9934	5247
1963	9936	5241
1964	9938	5234
1965	9940	5227
1966	9941	5221
1967	9944	5214
1968	9945	5207
1969	9946	5200
1970	9948	5193
1971	9950	5187
1972	9953	5180
1973	9954	5173
1974	9956	5167
1975	9957	5160
1976	9959	5153
1977	9961	5147
1978	9964	5140
1979	9966	5134
1980	9968	5127
1981	9970	5120
1982	9971	5114
1983	9973	5107
1984	9975	5100
1985	9977	5094
1986	9979	5087
1987	9980	5080
1988	9981	5073
1989	9982	5066
1990	9984	5059
1991	9985	5053
1992	9987	5046
1993	9989	5039
1994	9991	5033
1995	9992	5026
1996	9994	5019
1997	9996	5013
1998	9997	5006
1999	10001	5000
2000	10002	4994
2001	10004	4987
2002	10006	4980
2003	10008	4974
2004	10009	4967
2005	10012	4961
2006	10013	4954
2007	10014	4947
2008	10015	4940
2009	10018	4934
2010	10020	4927
2011	10021	4920
2012	10022	4914
2013	10023	4907
2014	10025	4901
2015	10027	4894
2016	10028	4887
2017	10030	4880
2018	10031	4874
2019	10033	4867
2020	10035	4861
2021	10036	4854
2022	10037	4847
2023	10039	4841
2024	10041	4834
2025	10043	4828
2026	10044	4821
2027	10046	4815
2028	10048	4808
2029	10050	4802
2030	10052	4795
2031	10053	4789
2032	10055	4782
2033	10057	4776
2034	10059	4770
2035	10061	4763
2036	10062	4757
2037	10064	4750
2038	10065	4744
2039	10067	4737
2040	10068	4730
2041	10069	4724
2042	10071	4717
2043	10072	4711
2044	10074	4704
2045	10075	4698
2046	10077	4691
2047	10079	4685
2048	10082	4679
2049	10084	4673
2050	10086	4666
2051	10087	4660
2052	10090	4654
2053	10092	4648
2054	10094	4641
2055	10096	4635
2056	10098	4629
2057	10099	4622
2058	10100	4616
2059	10102	4609
2060	10103	4603
2061	10104	4596
2062	10106	4590
2063	10108	4584
2064	10109	4577
2065	10111	4571
2066	10113	4564
2067	10115	4558
2068	10116	4552
2069	10118	4546
2070	10120	4539
2071	10121	4533
2072	10122	4526
2073	10125	4520
2074	10126	4514
2075	10127	4507
2076	10129	4501
2077	10130	4494
2078	10131	4488
2079	10133	4482
2080	10134	4475
2081	10136	4469
2082	10138	4463
2083	10139	4456
2084	10141	4450
2085	10143	4444
2086	10145	4438
2087	10146	4431
2088	10147	4425
2089	10149	4419
2090	10151	4412
2091	10152	4406
2092	10153	4400
2093	10155	4394
2094	10157	4388
2095	10159	4381
2096	10161	4375
2097	10162	4369
2098	10164	4363
2099	10165	4356
2100	10167	4350
2101	10168	4344
2102	10170	4337
2103	10172	4332
2104	10174	4325
2105	10175	4319
2106	10177	4313
2107	10180	4307
2108	10182	4301
2109	10184	4295
2110	10186	4289
2111	10188	4283
2112	10190	4277
2113	10193	4272
2114	10194	4265
2115	10196	4259
2116	10198	4253
2117	10200	4247
2118	10202	4241
2119	10204	4235
2120	10206	4229
2121	10207	4223
2122	10208	4217
2123	10209	4210
2124	10211	4204
2125	10212	4198
2126	10214	4192
2127	10216	4186
2128	10218	4180
2129	10220	4174
2130	10222	4168
2131	10224	4162
2132	10226	4156
2133	10228	4150
2134	10229	4144
2135	10230	4138
2136	10232	4132
2137	10234	4126
2138	10235	4120
2139	10238	4114
2140	10239	4108
2141	10241	4102
2142	10242	4096
2143	10244	4089
2144	10245	4083
2145	10246	4077
2146	10248	4071
2147	10250	4065
2148	10251	4059
2149	10253	4053
2150	10254	4047
2151	10256	4041
2152	10258	4035
2153	10260	4029
2154	10261	4023
2155	10262	4017
2156	10264	4011
2157	10266	4005
2158	10268	3999
2159	10269	3993
2160	10271	3987
2161	10273	3982
2162	10274	3975
2163	10275	3969
2164	10277	3963
2165	10278	3957
2166	10280	3951
2167	10282	3946
2168	10284	3940
2169	10287	3934
2170	10288	3928
2171	10290	3922
2172	10293	3917
2173	10295	3911
2174	10297	3906
2175	10299	3900
2176	10301	3894
2177	10303	3888
2178	10304	3882
2179	10306	3876
2180	10307	3870
2181	10308	3864
2182	10310	3858
2183	10311	3852
2184	10312	3846
2185	10314	3840
2186	10315	3834
2187	10316	3828
2188	10318	3822
2189	10319	3816
2190	10322	3811
2191	10323	3805
2192	10325	3799
2193	10327	3794
2194	10330	3788
2195	10332	3782
2196	10333	3776
2197	10335	3771
2198	10336	3765
2199	10338	3759
2200	10340	3753
2201	10341	3747
2202	10342	3741
2203	10344	3736
2204	10346	3730
2205	10348	3724
2206	10349	3718
2207	10351	3713
2208	10353	3707
2209	10356	3701
2210	10358	3696
2211	10359	3690
2212	10361	3684
2213	10362	3678
2214	10363	3672
2215	10365	3667
2216	10367	3661
2217	10369	3656
2218	10371	3650
2219	10373	3644
2220	10374	3638
2221	10377	3633
2222	10379	3627
2223	10380	3622
2224	10382	3616
2225	10383	3610
2226	10384	3604
2227	10386	3598
2228	10388	3593
2229	10390	3587
2230	10392	3582
2231	10394	3576
2232	10395	3570
2233	10397	3565
2234	10399	3559
2235	10401	3553
2236	10402	3548
2237	10404	3542
2238	10405	3536
2239	10406	3530
2240	10407	3525
2241	10409	3519
2242	10411	3513
2243	10412	3507
2244	10413	3502
2245	10415	3496
2246	10417	3490
2247	10418	3485
2248	10420	3479
2249	10422	3474
2250	10424	3468
2251	10426	3463
2252	10428	3457
2253	10430	3452
2254	10431	3446
2255	10434	3441
2256	10435	3435
2257	10437	3429
2258	10439	3424
2259	10441	3418
2260	10442	3413
2261	10444	3407
2262	10446	3402
2263	10447	3396
2264	10449	3391
2265	10452	3385
2266	10454	3380
2267	10455	3374
2268	10457	3369
2269	10459	3363
2270	10460	3357
2271	10461	3352
2272	10462	3346
2273	10464	3341
2274	10466	3335
2275	10468	3329
2276	10469	3324
2277	10472	3319
2278	10474	3313
2279	10476	3308
2280	10478	3302
2281	10479	3297
2282	10481	3291
2283	10483	3286
2284	10484	3280
2285	10487	3275
2286	10488	3269
2287	10490	3264
2288	10492	3259
2289	10494	3253
2290	10495	3248
2291	10496	3242
2292	10498	3236
2293	10499	3231
2294	10501	3225
2295	10503	3220
2296	10504	3214
2297	10506	3209
2298	10508	3204
2299	10510	3198
2300	10511	3193
2301	10512	3187
2302	10514	3182
2303	10516	3176
2304	10518	3171
2305	10519	3166
2306	10521	3160
2307	10523	3155
2308	10524	3149
2309	10525	3144
2310	10527	3138
2311	10529	3133
2312	10530	3127
2313	10532	3122
2314	10534	3117
2315	10535	3111
2316	10537	3106
2317	10539	3100
2318	10540	3095
2319	10542	3090
2320	10545	3084
2321	10546	3079
2322	10548	3074
2323	10550	3068
2324	10552	3063
2325	10555	3058
2326	10557	3053
2327	10559	3048
2328	10561	3042
2329	10563	3037
2330	10565	3032
2331	10567	3027
2332	10568	3021
2333	10570	3016
2334	10571	3010
2335	10573	3005
2336	10574	3000
2337	10576	2994
2338	10578	2989
2339	10580	2984
2340	10583	2979
2341	10585	2974
2342	10587	2968
2343	10589	2963
2344	10590	2958
2345	10592	2952
2346	10593	2947
2347	10595	2942
2348	10596	2936
2349	10598	2931
2350	10599	2926
2351	10601	2920
2352	10602	2915
2353	10604	2910
2354	10606	2904
2355	10608	2899
2356	10609	2894
2357	10611	2889
2358	10612	2883
2359	10614	2878
2360	10615	2873
2361	10617	2867
2362	10619	2862
2363	10620	2857
2364	10621	2851
2365	10623	2846
2366	10625	2841
2367	10627	2836
2368	10628	2830
2369	10629	2825
2370	10630	2820
2371	10632	2815
2372	10633	2809
2373	10635	2804
2374	10637	2799
2375	10638	2794
2376	10640	2788
2377	10642	2783
2378	10643	2778
2379	10645	2773
2380	10647	2768
2381	10649	2762
2382	10650	2757
2383	10652	2752
2384	10654	2747
2385	10656	2742
2386	10657	2736
2387	10659	2731
2388	10660	2726
2389	10663	2721
2390	10664	2716
2391	10666	2711
2392	10667	2705
2393	10669	2700
2394	10672	2695
2395	10674	2690
2396	10676	2685
2397	10678	2680
2398	10680	2675
2399	10682	2670
2400	10683	2665
2401	10685	2660
2402	10686	2654
2403	10688	2649
2404	10690	2644
2405	10692	2639
2406	10694	2634
2407	10695	2629
2408	10697	2624
2409	10699	2619
2410	10701	2614
2411	10703	2609
2412	10704	2603
2413	10705	2598
2414	10706	2593
2415	10707	2588
2416	10709	2583
2417	10711	2578
2418	10712	2572
2419	10713	2567
2420	10714	2562
2421	10716	2557
2422	10718	2552
2423	10719	2547
2424	10721	2542
2425	10723	2537
2426	10724	2532
2427	10726	2526
2428	10728	2521
2429	10729	2516
2430	10731	2511
2431	10732	2506
2432	10734	2501
2433	10736	2496
2434	10738	2491
2435	10740	2486
2436	10741	2481
2437	10743	2476
2438	10745	2471
2439	10747	2466
2440	10749	2461
2441	10751	2456
2442	10753	2451
2443	10755	2446
2444	10757	2441
2445	10759	2436
2446	10761	2432
2447	10763	2427
2448	10765	2422
2449	10767	2417
2450	10768	2412
2451	10770	2407
2452	10771	2401
2453	10772	2396
2454	10774	2391
2455	10776	2386
2456	10777	2381
2457	10779	2376
2458	10781	2372
2459	10783	2367
2460	10785	2362
2461	10786	2357
2462	10788	2352
2463	10790	2347
2464	10792	2342
2465	10794	2337
2466	10795	2332
2467	10797	2327
2468	10798	2322
2469	10801	2317
2470	10802	2312
2471	10804	2307
2472	10806	2302
2473	10808	2298
2474	10810	2293
2475	10812	2288
2476	10814	2283
2477	10815	2278
2478	10817	2273
2479	10818	2268
2480	10820	2263
2481	10822	2258
2482	10823	2253
2483	10825	2248
2484	10827	2243
2485	10829	2238
2486	10830	2234
2487	10832	2229
2488	10834	2224
2489	10835	2219
2490	10837	2214
2491	10838	2209
2492	10841	2204
2493	10842	2199
2494	10844	2195
2495	10845	2190
2496	10847	2185
2497	10849	2180
2498	10851	2175
2499	10852	2170
2500	10853	2165
2501	10854	2160
2502	10856	2155
2503	10857	2150
2504	10859	2145
2505	10861	2141
2506	10863	2136
2507	10865	2131
2508	10867	2126
2509	10868	2121
2510	10870	2116
2511	10871	2112
2512	10873	2107
2513	10876	2102
2514	10877	2097
2515	10879	2092
2516	10880	2087
2517	10881	2082
2518	10883	2078
2519	10884	2073
2520	10885	2068
2521	10887	2063
2522	10889	2058
2523	10891	2053
2524	10892	2049
2525	10894	2044
2526	10895	2039
2527	10897	2034
2528	10899	2029
2529	10901	2025
2530	10903	2020
2531	10904	2015
2532	10906	2010
2533	10908	2006
2534	10909	2001
2535	10911	1996
2536	10912	1991
2537	10914	1986
2538	10916	1982
2539	10918	1977
2540	10919	1972
2541	10921	1967
2542	10922	1962
2543	10923	1958
2544	10925	1953
2545	10926	1948
2546	10927	1943
2547	10929	1938
2548	10931	1934
2549	10932	1929
2550	10934	1924
2551	10936	1919
2552	10938	1915
2553	10940	1910
2554	10942	1905
2555	10943	1900
2556	10944	1896
2557	10946	1891
2558	10948	1886
2559	10949	1881
2560	10951	1877
2561	10952	1872
2562	10954	1867
2563	10955	1862
2564	10957	1858
2565	10958	1853
2566	10960	1848
2567	10962	1844
2568	10963	1839
2569	10965	1834
2570	10966	1829
2571	10967	1825
2572	10968	1820
2573	10970	1815
2574	10972	1810
2575	10973	1806
2576	10975	1801
2577	10977	1796
2578	10978	1792
2579	10980	1787
2580	10981	1782
2581	10983	1778
2582	10984	1773
2583	10986	1768
2584	10987	1763
2585	10989	1759
2586	10991	1754
2587	10992	1750
2588	10994	1745
2589	10995	1740
2590	10997	1736
2591	10999	1731
2592	11000	1726
2593	11002	1721
2594	11003	1717
2595	11005	1712
2596	11007	1708
2597	11009	1703
2598	11011	1698
2599	11013	1694
2600	11015	1689
2601	11017	1685
2602	11019	1680
2603	11021	1676
2604	11022	1671
2605	11024	1666
2606	11026	1662
2607	11028	1657
2608	11029	1653
2609	11031	1648
2610	11032	1643
2611	11033	1639
2612	11036	1634
2613	11037	1629
2614	11039	1625
2615	11041	1620
2616	11042	1616
2617	11044	1611
2618	11045	1606
2619	11046	1602
2620	11047	1597
2621	11049	1592
2622	11051	1588
2623	11052	1583
2624	11054	1579
2625	11056	1574
2626	11057	1570
2627	11059	1565
2628	11061	1560
2629	11062	1556
2630	11064	1551
2631	11067	1547
2632	11069	1542
2633	11071	1538
2634	11072	1533
2635	11073	1529
2636	11075	1524
2637	11076	1520
2638	11078	1515
2639	11079	1510
2640	11081	1506
2641	11082	1501
2642	11083	1497
2643	11085	1492
2644	11087	1488
2645	11089	1483
2646	11090	1479
2647	11091	1474
2648	11093	1469
2649	11094	1465
2650	11096	1460
2651	11098	1456
2652	11100	1451
2653	11101	1447
2654	11103	1442
2655	11104	1438
2656	11106	1433
2657	11107	1429
2658	11109	1424
2659	11110	1420
2660	11112	1415
2661	11113	1411
2662	11114	1406
2663	11116	1402
2664	11118	1397
2665	11119	1393
2666	11121	1388
2667	11122	1384
2668	11125	1379
2669	11127	1375
2670	11128	1370
2671	11130	1366
2672	11132	1361
2673	11133	1357
2674	11135	1352
2675	11137	1348
2676	11139	1344
2677	11140	1339
2678	11142	1335
2679	11143	1330
2680	11145	1326
2681	11147	1321
2682	11149	1317
2683	11151	1312
2684	11153	1308
2685	11155	1304
2686	11156	1299
2687	11158	1295
2688	11159	1290
2689	11161	1286
2690	11163	1281
2691	11165	1277
2692	11166	1273
2693	11168	1268
2694	11170	1264
2695	11171	1259
2696	11173	1255
2697	11175	1250
2698	11177	1246
2699	11179	1242
2700	11180	1237
2701	11181	1233
2702	11183	1228
2703	11185	1224
2704	11187	1220
2705	11188	1215
2706	11190	1211
2707	11192	1206
2708	11193	1202
2709	11195	1198
2710	11197	1193
2711	11198	1189
2712	11200	1184
2713	11202	1180
2714	11204	1176
2715	11206	1171
2716	11207	1167
2717	11209	1162
2718	11210	1158
2719	11212	1154
2720	11214	1149
2721	11216	1145
2722	11218	1141
2723	11219	1136
2724	11221	1132
2725	11223	1128
2726	11224	1123
2727	11226	1119
2728	11227	1114
2729	11228	1110
2730	11230	1106
2731	11232	1101
2732	11234	1097
2733	11236	1093
2734	11239	1088
2735	11240	1084
2736	11242	1080
2737	11243	1075
2738	11245	1071
2739	11246	1067
2740	11247	1062
2741	11249	1058
2742	11251	1054
2743	11252	1049
2744	11254	1045
2745	11255	1041
2746	11257	1036
2747	11258	1032
2748	11260	1028
2749	11262	1023
2750	11264	1019
2751	11266	1015
2752	11268	1010
2753	11269	1006
2754	11271	1002
2755	11273	998
2756	11275	993
2757	11276	989
2758	11278	985
2759	11280	980
2760	11282	976
2761	11283	972
2762	11285	967
2763	11286	963
2764	11288	959
2765	11290	955
2766	11291	950
2767	11292	946
2768	11294	942
2769	11296	937
2770	11298	933
2771	11300	929
2772	11301	925
2773	11303	920
2774	11305	916
2775	11307	912
2776	11309	908
2777	11311	903
2778	11312	899
2779	11314	895
2780	11316	891
2781	11317	886
2782	11319	882
2783	11320	878
2784	11322	874
2785	11325	869
2786	11327	865
2787	11328	861
2788	11331	857
2789	11333	853
2790	11334	848
2791	11336	844
2792	11338	840
2793	11340	836
2794	11341	831
2795	11342	827
2796	11344	823
2797	11346	819
2798	11348	814
2799	11349	810
2800	11350	806
2801	11352	802
2802	11354	798
2803	11355	793
2804	11357	789
2805	11358	785
2806	11360	781
2807	11361	776
2808	11363	772
2809	11365	768
2810	11367	764
2811	11369	760
2812	11370	755
2813	11372	751
2814	11374	747
2815	11375	743
2816	11377	739
2817	11379	734
2818	11381	730
2819	11382	726
2820	11384	722
2821	11385	718
2822	11386	713
2823	11388	709
2824	11389	705
2825	11391	701
2826	11392	697
2827	11394	693
2828	11396	688
2829	11398	684
2830	11400	680
2831	11402	676
2832	11404	672
2833	11406	668
2834	11407	663
2835	11409	659
2836	11411	655
2837	11413	651
2838	11414	647
2839	11415	643
2840	11417	638
2841	11418	634
2842	11420	630
2843	11422	626
2844	11424	622
2845	11425	618
2846	11427	614
2847	11429	609
2848	11430	605
2849	11433	601
2850	11435	597
2851	11437	593
2852	11438	589
2853	11438	585
2854	11440	581
2855	11441	576
2856	11443	572
2857	11444	568
2858	11445	564
2859	11446	560
2860	11447	556
2861	11448	552
2862	11449	547
2863	11450	543
2864	11452	539
2865	11452	535
2866	11453	531
2867	11455	527
2868	11456	523
2869	11457	518
2870	11458	514
2871	11460	510
2872	11462	506
2873	11463	502
2874	11465	498
2875	11467	494
2876	11468	490
2877	11469	486
2878	11471	482
2879	11472	478
2880	11473	473
2881	11475	469
2882	11476	465
2883	11477	461
2884	11479	457
2885	11481	453
2886	11482	449
2887	11483	445
2888	11484	441
2889	11486	437
2890	11487	433
2891	11488	429
2892	11490	424
2893	11491	420
2894	11492	416
2895	11493	412
2896	11495	408
2897	11496	404
2898	11497	400
2899	11498	396
2900	11499	392
2901	11500	388
2902	11501	384
2903	11503	380
2904	11504	376
2905	11506	372
2906	11507	368
2907	11509	364
2908	11510	360
2909	11511	356
2910	11513	352
2911	11514	347
2912	11516	343
2913	11518	339
2914	11519	335
2915	11521	331
2916	11522	327
2917	11523	323
2918	11525	319
2919	11526	315
2920	11528	311
2921	11529	307
2922	11531	303
2923	11532	299
2924	11534	295
2925	11536	291
2926	11538	287
2927	11539	283
2928	11540	279
2929	11541	275
2930	11542	271
2931	11544	267
2932	11545	263
2933	11546	259
2934	11548	255
2935	11549	251
2936	11550	247
2937	11551	243
2938	11552	239
2939	11553	235
2940	11554	231
2941	11555	227
2942	11556	223
2943	11557	219
2944	11559	215
2945	11560	211
2946	11561	207
2947	11562	203
2948	11563	199
2949	11564	196
2950	11565	192
2951	11566	188
2952	11566	184
2953	11567	180
2954	11568	176
2955	11569	172
2956	11570	168
2957	11571	164
2958	11572	160
2959	11573	156
2960	11574	152
2961	11575	148
2962	11576	144
2963	11576	140
2964	11577	136
2965	11578	132
2966	11580	128
2967	11581	124
2968	11581	120
2969	11582	116
2970	11583	113
2971	11583	109
2972	11584	105
2973	11585	101
2974	11585	97
2975	11587	93
2976	11587	89
2977	11588	85
2978	11589	81
2979	11589	77
2980	11590	73
2981	11590	69
2982	11591	66
2983	11592	62
2984	11592	58
2985	11593	54
2986	11594	50
2987	11594	46
2988	11595	42
2989	11595	38
2990	11596	34
2991	11596	31
2992	11597	27
2993	11598	23
2994	11598	19
2995	11599	15
2996	11599	11
2997	11601	7
2998	11601	3
2999	11602	0
